Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
I1,Cagliari,Verona,1,0,H,1,0,H,17,9,4,1,13,12,10,5,4,2,0,0
I1,Catania,Napoli,2,4,A,0,4,A,18,17,9,8,12,10,6,0,1,0,0,0
I1,Chievo,Bologna,3,0,H,1,0,H,17,11,8,1,22,19,5,0,2,3,0,0
I1,Fiorentina,Milan,0,2,A,0,1,A,10,15,0,6,16,30,10,4,3,7,0,0
I1,Genoa,Lazio,2,0,H,0,0,D,13,15,6,5,16,19,5,3,2,2,0,1
I1,Juventus,Parma,2,1,H,2,0,H,10,9,7,3,14,8,6,2,3,3,0,1
I1,Sassuolo,Sampdoria,1,2,A,1,1,D,16,17,6,8,17,21,6,1,1,0,0,1
I1,Inter,Udinese,0,0,D,0,0,D,20,10,3,2,11,8,11,3,1,1,0,0
I1,Bologna,Atalanta,0,2,A,0,2,A,23,4,11,3,16,15,10,0,2,2,0,0
I1,Milan,Chievo,3,0,H,2,0,H,17,8,5,1,16,11,11,4,0,0,0,0
I1,Lazio,Parma,3,2,H,1,1,D,16,15,6,3,17,16,8,2,4,3,0,0
I1,Napoli,Juventus,2,0,H,1,0,H,13,9,7,2,9,11,7,4,2,3,0,0
I1,Sampdoria,Fiorentina,0,0,D,0,0,D,20,16,7,4,20,17,4,3,2,3,0,0
I1,Sassuolo,Roma,0,2,A,0,1,A,9,15,2,4,16,8,7,5,1,1,0,0
I1,Torino,Cagliari,2,1,H,1,0,H,17,9,5,1,11,19,6,0,1,2,0,0
I1,Verona,Genoa,3,0,H,1,0,H,15,12,6,3,10,18,7,8,1,2,1,0
I1,Livorno,Inter,2,2,D,0,2,A,9,19,4,6,23,12,5,4,1,3,0,0
I1,Udinese,Catania,1,0,H,0,0,D,13,20,7,7,9,11,4,11,2,5,0,0
I1,Roma,Parma,4,2,H,2,1,H,12,16,6,3,15,13,1,2,1,1,0,0
I1,Chievo,Verona,0,1,A,0,0,D,18,13,6,5,12,15,5,4,2,2,0,0
I1,Inter,Bologna,2,2,D,1,1,D,17,12,6,8,15,16,5,5,1,2,0,0
I1,Atalanta,Sassuolo,0,2,A,0,1,A,8,12,4,4,16,24,6,4,4,3,0,0
I1,Cagliari,Roma,1,3,A,0,1,A,18,6,5,3,7,17,4,4,1,4,0,0
I1,Catania,Torino,1,2,A,1,0,H,9,14,4,6,20,13,3,5,2,4,0,0
I1,Fiorentina,Udinese,2,1,H,1,0,H,22,13,4,3,16,13,10,6,1,5,0,0
I1,Lazio,Sampdoria,2,0,H,1,0,H,8,15,3,5,23,22,4,12,2,2,1,0
I1,Parma,Napoli,1,0,H,0,0,D,6,12,1,1,20,15,3,3,5,2,0,0
I1,Genoa,Milan,1,2,A,0,1,A,20,5,6,3,17,16,8,1,1,1,0,0
I1,Juventus,Livorno,2,0,H,2,0,H,17,8,4,3,13,8,10,2,0,1,0,0
I1,Roma,Atalanta,3,1,H,2,0,H,22,10,7,4,4,8,4,5,0,3,0,0
I1,Sassuolo,Cagliari,1,1,D,1,0,H,16,8,3,2,15,19,4,1,2,2,0,0
I1,Bologna,Parma,1,1,D,1,0,H,13,10,4,2,12,20,7,9,3,1,0,0
I1,Livorno,Chievo,2,4,A,2,3,A,19,15,5,10,15,20,8,8,2,4,0,0
I1,Milan,Catania,1,0,H,1,0,H,18,12,3,4,18,18,7,7,0,4,0,1
I1,Napoli,Lazio,4,2,H,1,1,D,16,17,7,7,10,13,4,1,5,1,0,1
I1,Sampdoria,Inter,0,4,A,0,1,A,14,16,6,6,20,19,11,4,5,3,1,0
I1,Torino,Genoa,2,1,H,0,0,D,11,10,5,4,18,14,3,5,3,4,0,0
I1,Verona,Fiorentina,3,5,A,1,2,A,8,29,6,11,11,12,3,7,2,3,1,0
I1,Udinese,Juventus,0,2,A,0,2,A,12,11,1,3,12,15,3,5,1,3,0,0
I1,Atalanta,Verona,1,2,A,0,0,D,17,18,6,6,17,12,1,5,4,2,0,0
I1,Catania,Sampdoria,2,1,H,1,0,H,20,7,11,2,12,23,6,3,2,2,0,0
I1,Chievo,Sassuolo,0,1,A,0,1,A,9,17,4,5,21,27,5,4,4,4,0,0
I1,Fiorentina,Roma,0,1,A,0,1,A,24,11,3,4,15,18,5,1,3,4,0,0
I1,Genoa,Cagliari,1,2,A,1,1,D,12,10,3,4,10,17,7,3,2,4,0,0
I1,Juventus,Bologna,1,0,H,0,0,D,17,8,7,2,15,9,6,1,0,2,0,0
I1,Lazio,Torino,3,3,D,1,0,H,17,18,6,8,16,10,4,7,2,3,1,0
I1,Milan,Livorno,3,0,H,1,0,H,20,13,4,1,17,13,8,6,3,2,0,0
I1,Parma,Inter,0,2,A,0,0,D,12,15,3,6,14,15,6,5,1,3,1,0
I1,Udinese,Napoli,1,1,D,0,1,A,11,11,4,3,12,14,3,0,2,2,0,1
I1,Roma,Milan,2,0,H,1,0,H,14,13,4,5,13,18,8,6,3,3,0,0
I1,Bologna,Fiorentina,0,3,A,0,2,A,16,14,6,8,14,10,5,7,1,1,0,0
I1,Inter,Napoli,0,0,D,0,0,D,14,14,6,1,7,10,2,4,1,3,0,0
I1,Atalanta,Genoa,1,1,D,0,1,A,24,3,6,2,15,14,8,2,2,4,0,1
I1,Cagliari,Parma,1,0,H,1,0,H,8,20,3,4,8,16,5,9,1,1,0,1
I1,Livorno,Lazio,0,2,A,0,1,A,17,19,4,11,16,12,14,7,4,1,0,0
I1,Sampdoria,Chievo,2,1,H,0,0,D,13,6,5,2,12,15,5,4,1,5,1,0
I1,Torino,Udinese,2,0,H,1,0,H,14,10,3,1,9,7,1,2,0,3,0,0
I1,Verona,Catania,4,0,H,3,0,H,18,11,8,2,18,16,6,3,0,3,0,0
I1,Sassuolo,Juventus,1,3,A,1,1,D,12,14,4,6,20,23,8,3,1,1,0,0
I1,Catania,Roma,4,1,H,2,1,H,13,12,8,4,11,8,6,6,2,5,0,0
I1,Chievo,Torino,0,1,A,0,0,D,8,20,1,3,10,9,3,8,4,1,1,0
I1,Genoa,Bologna,0,0,D,0,0,D,6,14,1,3,19,23,2,5,3,4,0,0
I1,Milan,Inter,1,0,H,0,0,D,14,7,4,0,16,15,5,5,3,3,0,0
I1,Parma,Sampdoria,2,0,H,1,0,H,12,10,7,4,17,17,5,5,3,1,0,0
I1,Udinese,Livorno,5,3,H,5,2,H,15,19,7,6,14,12,6,11,1,3,0,0
I1,Juventus,Atalanta,1,0,H,0,0,D,19,9,4,2,18,11,3,5,0,1,0,0
I1,Lazio,Verona,3,3,D,1,1,D,16,18,6,6,18,19,9,7,1,6,1,1
I1,Fiorentina,Sassuolo,3,4,A,0,3,A,24,16,7,6,8,14,7,3,3,3,0,0
I1,Napoli,Cagliari,3,0,H,2,0,H,27,4,16,2,13,8,5,2,3,3,0,1
I1,Inter,Lazio,4,1,H,3,1,H,9,17,7,9,13,15,3,8,1,1,0,0
I1,Verona,Udinese,2,2,D,1,0,H,10,16,4,7,14,14,4,7,2,4,0,0
I1,Atalanta,Milan,2,1,H,0,0,D,17,20,3,2,7,10,4,5,2,2,0,0
I1,Bologna,Catania,1,2,A,0,1,A,29,11,6,3,16,19,13,1,3,2,1,1
I1,Cagliari,Chievo,0,1,A,0,0,D,11,12,3,3,13,19,8,3,2,2,0,0
I1,Livorno,Fiorentina,0,1,A,0,0,D,6,9,2,3,25,17,5,3,6,3,1,0
I1,Roma,Juventus,0,1,A,0,0,D,18,11,7,5,21,14,5,5,4,1,0,0
I1,Sampdoria,Napoli,2,5,A,1,3,A,28,9,10,5,11,12,6,3,1,0,0,0
I1,Sassuolo,Genoa,4,2,H,1,1,D,20,8,10,3,12,20,8,2,2,5,0,0
I1,Torino,Parma,1,1,D,1,0,H,16,18,1,4,7,14,5,3,2,2,1,1
I1,Udinese,Sampdoria,3,3,D,2,1,H,22,15,12,4,15,11,6,5,3,2,0,0
I1,Catania,Atalanta,2,1,H,0,0,D,23,19,9,9,9,8,5,4,1,2,0,0
I1,Chievo,Inter,2,1,H,0,1,A,13,14,4,3,16,14,7,3,2,1,0,0
I1,Fiorentina,Torino,2,2,D,0,0,D,15,15,8,5,15,11,7,6,5,2,0,0
I1,Genoa,Roma,1,0,H,0,0,D,7,11,3,4,15,9,4,5,0,1,0,0
I1,Juventus,Cagliari,3,0,H,3,0,H,13,7,8,2,13,11,9,2,0,0,0,0
I1,Lazio,Bologna,1,0,H,0,0,D,18,8,6,1,11,10,8,2,2,1,0,0
I1,Milan,Sassuolo,2,1,H,2,0,H,16,16,9,5,17,13,7,6,0,1,2,1
I1,Napoli,Verona,5,1,H,3,0,H,20,10,11,5,9,5,2,2,2,1,0,0
I1,Parma,Livorno,2,0,H,0,0,D,19,6,4,1,15,7,7,1,0,1,0,0
I1,Fiorentina,Udinese,2,1,H,0,1,A,23,7,8,2,12,14,10,0,2,1,0,0
I1,Juventus,Parma,2,0,H,0,0,D,15,6,6,5,12,21,5,8,2,6,0,0
I1,Atalanta,Lazio,0,1,A,0,1,A,10,13,3,4,14,19,8,5,1,4,0,0
I1,Chievo,Bologna,2,0,H,0,0,D,6,4,3,1,17,18,1,1,3,3,0,1
I1,Genoa,Cagliari,2,0,H,0,0,D,15,17,4,4,19,12,3,6,0,3,0,0
I1,Milan,Sampdoria,0,1,A,0,0,D,23,10,6,3,16,11,7,2,2,5,0,0
I1,Palermo,Napoli,0,3,A,0,1,A,16,12,6,3,11,13,6,5,3,3,0,0
I1,Pescara,Inter,0,3,A,0,2,A,13,14,5,6,7,12,10,2,3,1,0,0
I1,Roma,Catania,2,2,D,0,1,A,18,11,5,4,15,15,10,2,3,2,0,0
I1,Siena,Torino,0,0,D,0,0,D,5,8,0,1,10,17,4,5,0,1,0,0
I1,Bologna,Milan,1,3,A,1,1,D,15,17,3,6,18,21,1,8,1,5,0,0
I1,Torino,Pescara,3,0,H,1,0,H,16,1,9,0,12,20,5,0,1,2,0,1
I1,Cagliari,Atalanta,1,1,D,0,0,D,25,10,6,5,24,19,13,3,3,1,0,1
I1,Catania,Genoa,3,2,H,0,1,A,20,16,5,6,20,24,9,5,3,2,0,0
I1,Inter,Roma,1,3,A,1,1,D,21,12,6,3,17,17,11,2,2,2,0,1
I1,Lazio,Palermo,3,0,H,1,0,H,21,9,6,2,14,10,7,4,3,2,0,0
I1,Napoli,Fiorentina,2,1,H,0,0,D,5,16,1,3,17,10,7,9,2,2,0,0
I1,Parma,Chievo,2,0,H,1,0,H,11,14,3,4,22,17,3,4,3,3,0,0
I1,Sampdoria,Siena,2,1,H,1,0,H,12,9,5,3,16,22,11,1,3,3,0,1
I1,Udinese,Juventus,1,4,A,0,2,A,10,21,1,10,11,19,3,5,3,3,1,0
I1,Milan,Atalanta,0,1,A,0,0,D,17,10,7,4,12,19,8,5,2,4,0,0
I1,Palermo,Cagliari,1,1,D,1,0,H,7,12,3,4,16,27,0,1,3,2,0,0
I1,Chievo,Lazio,1,3,A,0,2,A,11,12,2,6,11,20,10,1,3,2,0,0
I1,Fiorentina,Catania,2,0,H,1,0,H,15,8,7,4,15,16,5,3,3,2,0,0
I1,Genoa,Juventus,1,3,A,1,0,H,13,19,4,5,15,18,1,9,2,3,0,0
I1,Napoli,Parma,3,1,H,2,1,H,12,21,6,5,17,20,1,6,1,4,0,0
I1,Pescara,Sampdoria,2,3,A,0,1,A,15,10,6,5,18,18,7,2,3,2,0,0
I1,Roma,Bologna,2,3,A,2,0,H,14,15,7,6,17,23,3,8,5,3,0,0
I1,Siena,Udinese,2,2,D,0,2,A,14,9,6,4,20,15,3,2,2,2,0,1
I1,Torino,Inter,0,2,A,0,1,A,11,8,3,3,14,7,6,1,4,4,0,0
I1,Juventus,Chievo,2,0,H,0,0,D,27,6,9,2,13,9,6,3,0,1,0,0
I1,Parma,Fiorentina,1,1,D,0,1,A,12,12,3,3,24,11,2,4,4,3,1,0
I1,Atalanta,Palermo,1,0,H,0,0,D,10,11,2,2,12,21,6,5,4,3,0,0
I1,Bologna,Pescara,1,1,D,1,1,D,22,13,8,6,24,8,15,4,1,3,0,1
I1,Cagliari,Roma,0,3,A,,,,,,,,,,,,,,,
I1,Catania,Napoli,0,0,D,0,0,D,7,21,1,6,15,12,3,14,3,4,1,0
I1,Inter,Siena,0,2,A,0,0,D,23,8,11,3,15,8,10,8,1,4,0,0
I1,Lazio,Genoa,0,1,A,0,0,D,23,7,7,3,13,8,10,1,1,1,0,0
I1,Sampdoria,Torino,1,1,D,0,0,D,16,13,4,2,16,21,6,3,4,4,0,0
I1,Udinese,Milan,2,1,H,1,0,H,15,14,8,4,13,11,9,5,2,1,0,2
I1,Fiorentina,Juventus,0,0,D,0,0,D,17,8,2,2,16,10,2,2,3,1,0,0
I1,Catania,Atalanta,2,1,H,0,0,D,15,9,5,3,21,15,7,4,2,2,0,0
I1,Chievo,Inter,0,2,A,0,1,A,17,10,5,3,16,14,5,0,3,1,0,0
I1,Genoa,Parma,1,1,D,0,1,A,11,10,5,4,10,13,5,7,2,4,0,0
I1,Milan,Cagliari,2,0,H,1,0,H,17,19,3,2,22,12,8,4,3,2,0,1
I1,Napoli,Lazio,3,0,H,2,0,H,13,12,7,4,7,19,7,8,3,4,0,0
I1,Pescara,Palermo,1,0,H,0,0,D,11,15,4,7,12,13,4,3,4,2,0,1
I1,Roma,Sampdoria,1,1,D,1,0,H,22,7,7,2,17,21,12,3,3,0,0,1
I1,Torino,Udinese,0,0,D,0,0,D,13,6,2,3,11,16,5,5,1,0,0,0
I1,Siena,Bologna,1,0,H,0,0,D,8,14,3,7,18,20,6,11,4,2,0,0
I1,Juventus,Roma,4,1,H,3,0,H,20,12,8,3,18,14,5,3,3,4,0,0
I1,Parma,Milan,1,1,D,0,0,D,11,17,2,9,19,7,4,5,2,3,0,0
I1,Atalanta,Torino,1,5,A,1,1,D,16,18,2,9,14,17,7,7,2,1,0,0
I1,Bologna,Catania,4,0,H,2,0,H,16,16,9,7,25,23,6,9,1,2,0,1
I1,Cagliari,Pescara,1,2,A,0,0,D,20,9,11,4,22,22,8,0,2,5,1,0
I1,Inter,Fiorentina,2,1,H,2,1,H,15,14,6,5,19,15,7,10,4,3,0,1
I1,Lazio,Siena,2,1,H,2,0,H,10,9,4,3,19,11,5,4,2,2,0,0
I1,Palermo,Chievo,4,1,H,1,1,D,17,14,8,4,13,16,12,5,1,4,1,0
I1,Sampdoria,Napoli,0,1,A,0,0,D,9,15,2,4,18,14,6,5,4,3,1,0
I1,Udinese,Genoa,0,0,D,0,0,D,13,6,3,3,16,15,10,4,1,2,0,0
I1,Chievo,Sampdoria,2,1,H,1,0,H,12,8,7,2,25,14,3,4,2,2,0,0
I1,Genoa,Palermo,1,1,D,0,1,A,19,16,7,5,10,15,8,6,3,2,0,0
I1,Catania,Parma,2,0,H,1,0,H,12,17,6,1,15,25,2,10,1,5,0,1
I1,Fiorentina,Bologna,1,0,H,1,0,H,17,8,7,1,16,20,6,4,4,3,0,0
I1,Milan,Inter,0,1,A,0,1,A,20,7,5,3,20,9,6,3,5,2,0,1
I1,Napoli,Udinese,2,1,H,2,1,H,12,13,6,1,10,21,1,4,2,3,0,0
I1,Pescara,Lazio,0,3,A,0,3,A,13,15,4,6,12,14,8,2,2,0,0,0
I1,Roma,Atalanta,2,0,H,1,0,H,25,16,7,4,11,13,6,5,2,3,0,0
I1,Siena,Juventus,1,2,A,1,1,D,6,16,3,8,24,19,2,8,7,3,0,0
I1,Torino,Cagliari,0,1,A,0,0,D,9,14,2,2,9,19,10,5,1,3,0,0
I1,Juventus,Napoli,2,0,H,0,0,D,14,4,5,1,19,22,7,4,4,3,0,0
I1,Lazio,Milan,3,2,H,2,0,H,11,12,8,6,14,6,6,5,2,3,0,0
I1,Atalanta,Siena,2,1,H,0,0,D,9,3,4,1,17,20,4,4,2,3,1,0
I1,Cagliari,Bologna,1,0,H,0,0,D,8,16,2,1,21,15,5,4,1,2,0,0
I1,Chievo,Fiorentina,1,1,D,1,1,D,8,16,2,2,12,17,2,9,2,3,0,0
I1,Genoa,Roma,2,4,A,2,2,D,10,17,4,7,15,13,5,9,4,1,0,0
I1,Inter,Catania,2,0,H,1,0,H,14,9,8,2,15,12,5,4,0,1,0,0
I1,Palermo,Torino,0,0,D,0,0,D,23,12,7,6,12,19,7,2,1,4,0,0
I1,Parma,Sampdoria,2,1,H,1,0,H,19,7,8,1,20,17,4,4,2,3,0,1
I1,Udinese,Pescara,1,0,H,0,0,D,18,12,5,6,9,18,5,8,0,3,1,0
I1,Milan,Genoa,1,0,H,0,0,D,12,7,2,3,8,17,9,0,1,2,0,0
I1,Siena,Palermo,0,0,D,0,0,D,9,15,1,5,13,9,4,4,3,2,0,0
I1,Bologna,Inter,1,3,A,0,1,A,13,13,3,6,16,14,6,2,3,3,0,0
I1,Catania,Juventus,0,1,A,0,0,D,9,19,0,9,20,16,3,7,4,3,1,0
I1,Fiorentina,Lazio,2,0,H,1,0,H,16,8,8,2,17,19,4,3,3,3,0,2
I1,Napoli,Chievo,1,0,H,0,0,D,21,4,6,0,5,17,4,6,1,2,0,1
I1,Pescara,Atalanta,0,0,D,0,0,D,18,15,4,4,19,15,4,8,3,2,0,1
I1,Roma,Udinese,2,3,A,2,1,H,23,14,5,7,13,15,4,2,3,4,1,0
I1,Sampdoria,Cagliari,0,1,A,0,0,D,21,11,3,4,14,25,10,6,2,6,0,0
I1,Torino,Parma,1,3,A,0,0,D,11,13,4,5,12,10,4,4,1,3,1,0
I1,Palermo,Milan,2,2,D,1,0,H,13,16,4,8,15,15,1,7,2,4,0,0
I1,Atalanta,Napoli,1,0,H,1,0,H,9,18,1,7,11,8,2,9,2,3,0,0
I1,Cagliari,Siena,4,2,H,3,1,H,20,9,8,4,11,12,6,4,2,2,0,1
I1,Chievo,Pescara,2,0,H,0,0,D,18,5,7,3,15,17,2,1,1,3,0,1
I1,Inter,Sampdoria,3,2,H,0,1,A,17,6,5,2,15,11,1,2,1,1,0,2
I1,Juventus,Bologna,2,1,H,0,0,D,25,9,12,1,12,17,10,5,1,3,0,0
I1,Lazio,Torino,1,1,D,0,1,A,16,12,4,4,22,19,5,1,3,1,0,0
I1,Parma,Roma,3,2,H,2,1,H,18,12,6,7,23,7,8,4,1,1,1,0
I1,Udinese,Catania,2,2,D,1,0,H,15,16,6,5,17,15,3,1,2,3,0,0
I1,Genoa,Fiorentina,0,1,A,0,1,A,8,13,3,6,23,13,4,6,5,3,0,0
I1,Juventus,Inter,1,3,A,1,0,H,14,16,7,6,22,10,3,3,4,2,0,0
I1,Milan,Chievo,5,1,H,3,1,H,20,8,8,3,9,13,3,3,0,2,0,0
I1,Bologna,Udinese,1,1,D,0,0,D,6,11,2,2,18,24,3,4,4,3,0,0
I1,Catania,Lazio,4,0,H,3,0,H,18,12,5,3,19,16,7,6,1,0,0,0
I1,Fiorentina,Cagliari,4,1,H,1,1,D,11,7,4,3,20,25,4,1,2,1,0,0
I1,Napoli,Torino,1,1,D,1,0,H,12,10,2,4,19,15,5,11,3,5,0,0
I1,Pescara,Parma,2,0,H,0,0,D,9,19,3,5,15,15,7,7,2,3,0,0
I1,Roma,Palermo,4,1,H,2,0,H,20,11,11,7,13,12,15,6,1,2,1,0
I1,Sampdoria,Atalanta,1,2,A,0,1,A,15,15,5,3,17,19,6,2,3,3,0,0
I1,Siena,Genoa,1,0,H,0,0,D,6,10,2,3,15,15,5,3,4,3,0,0
I1,Cagliari,Catania,0,0,D,0,0,D,12,6,4,0,25,20,5,2,4,2,0,0
I1,Pescara,Juventus,1,6,A,1,5,A,19,24,6,9,7,14,9,3,2,1,0,0
I1,Atalanta,Inter,3,2,H,1,0,H,16,17,5,6,16,11,7,7,2,1,1,0
I1,Chievo,Udinese,2,2,D,1,1,D,17,10,5,4,16,15,5,2,2,5,0,1
I1,Genoa,Napoli,2,4,A,1,0,H,14,20,5,9,17,18,2,3,2,3,0,0
I1,Lazio,Roma,3,2,H,2,1,H,16,9,8,4,15,23,7,7,3,4,1,1
I1,Milan,Fiorentina,1,3,A,0,2,A,11,9,1,4,18,9,6,4,3,4,0,0
I1,Palermo,Sampdoria,2,0,H,0,0,D,19,10,8,4,23,14,8,5,1,2,0,0
I1,Parma,Siena,0,0,D,0,0,D,19,8,7,2,13,9,6,4,3,1,0,0
I1,Torino,Bologna,1,0,H,0,0,D,10,11,3,0,13,15,6,3,2,5,0,0
I1,Juventus,Lazio,0,0,D,0,0,D,21,5,4,0,12,18,11,1,2,2,0,0
I1,Napoli,Milan,2,2,D,2,1,H,12,28,5,5,13,16,4,5,3,2,0,0
I1,Bologna,Palermo,3,0,H,2,0,H,19,8,8,1,17,14,2,5,4,2,1,3
I1,Catania,Chievo,2,1,H,0,0,D,15,11,4,2,12,20,10,6,2,3,0,0
I1,Fiorentina,Atalanta,4,1,H,3,1,H,23,7,8,2,12,15,6,4,1,4,0,1
I1,Inter,Cagliari,2,2,D,1,1,D,23,17,7,7,8,23,12,6,2,5,0,0
I1,Sampdoria,Genoa,3,1,H,2,0,H,12,23,4,7,22,24,0,5,2,4,0,0
I1,Siena,Pescara,1,0,H,1,0,H,16,17,5,4,16,22,6,5,1,3,0,2
I1,Udinese,Parma,2,2,D,1,0,H,10,14,3,7,20,14,6,5,4,3,0,0
I1,Roma,Torino,2,0,H,0,0,D,25,8,9,4,8,17,9,4,3,4,0,0
I1,Palermo,Catania,3,1,H,1,0,H,23,14,10,8,13,16,3,7,3,4,0,0
I1,Atalanta,Genoa,0,1,A,0,1,A,16,6,6,2,8,15,9,2,1,2,0,1
I1,Chievo,Siena,0,0,D,0,0,D,6,8,0,1,26,8,7,4,2,2,1,0
I1,Milan,Juventus,1,0,H,1,0,H,15,13,6,2,16,10,5,6,2,4,0,0
I1,Pescara,Roma,0,1,A,0,1,A,7,20,0,6,19,17,4,3,3,3,0,0
I1,Sampdoria,Bologna,1,0,H,0,0,D,14,12,5,2,17,15,5,8,4,2,0,1
I1,Torino,Fiorentina,2,2,D,1,0,H,9,15,4,4,19,15,5,3,1,1,0,0
I1,Cagliari,Napoli,0,1,A,0,0,D,18,13,3,4,18,16,10,3,3,1,0,0
I1,Parma,Inter,1,0,H,0,0,D,16,12,5,5,9,18,8,7,2,2,0,0
I1,Lazio,Udinese,3,0,H,2,0,H,16,7,6,2,21,16,4,3,2,2,0,0
I1,Catania,Milan,1,3,A,1,0,H,3,13,2,6,12,12,3,3,2,2,1,1
I1,Juventus,Torino,3,0,H,0,0,D,26,5,10,2,14,13,15,2,4,1,0,1
I1,Bologna,Atalanta,2,1,H,1,0,H,13,10,6,3,22,18,5,7,2,4,0,0
I1,Fiorentina,Sampdoria,2,2,D,1,0,H,16,8,5,3,8,16,8,2,1,3,0,1
I1,Genoa,Chievo,2,4,A,1,3,A,16,11,3,7,17,17,8,2,4,4,0,1
I1,Inter,Palermo,1,0,H,0,0,D,16,8,4,1,11,17,7,1,2,3,0,0
I1,Lazio,Parma,2,1,H,2,0,H,6,14,3,4,13,11,3,7,3,0,0,0
I1,Napoli,Pescara,5,1,H,2,1,H,28,5,11,1,12,15,7,5,2,2,0,1
I1,Siena,Roma,1,3,A,1,0,H,5,22,2,7,21,13,3,9,1,2,0,0
I1,Udinese,Cagliari,4,1,H,2,0,H,15,7,8,2,15,22,6,5,1,5,0,0
I1,Atalanta,Parma,2,1,H,2,1,H,12,12,7,1,15,15,4,3,5,2,0,0
I1,Roma,Fiorentina,4,2,H,3,1,H,19,11,9,8,12,19,9,5,1,5,0,0
I1,Cagliari,Chievo,0,2,A,0,0,D,23,5,7,2,11,23,12,1,4,4,0,0
I1,Inter,Napoli,2,1,H,2,0,H,8,21,2,6,13,15,4,9,2,3,0,0
I1,Palermo,Juventus,0,1,A,0,0,D,4,16,1,4,17,12,3,9,0,3,1,0
I1,Pescara,Genoa,2,0,H,0,0,D,10,13,5,6,12,15,3,5,2,4,0,0
I1,Siena,Catania,1,3,A,1,0,H,8,23,5,6,13,10,3,11,2,2,0,0
I1,Torino,Milan,2,4,A,1,1,D,13,15,3,5,11,13,4,4,4,2,0,0
I1,Bologna,Lazio,0,0,D,0,0,D,18,15,3,8,17,17,3,5,2,1,0,1
I1,Sampdoria,Udinese,0,2,A,0,2,A,16,10,4,5,10,16,5,3,2,1,0,0
I1,Lazio,Inter,1,0,H,0,0,D,15,14,3,2,18,12,7,6,2,2,0,0
I1,Udinese,Palermo,1,1,D,0,1,A,13,23,6,9,10,21,4,7,4,2,1,0
I1,Catania,Sampdoria,3,1,H,0,1,A,18,8,4,2,15,14,5,1,3,2,0,0
I1,Chievo,Roma,1,0,H,0,0,D,9,14,5,2,10,7,5,8,1,2,0,0
I1,Fiorentina,Siena,4,1,H,3,0,H,16,12,5,4,15,18,7,4,2,4,0,1
I1,Genoa,Torino,1,1,D,1,1,D,15,12,6,3,18,15,8,7,3,3,0,0
I1,Juventus,Atalanta,3,0,H,3,0,H,30,6,12,2,9,9,7,8,0,0,0,1
I1,Milan,Pescara,4,1,H,1,0,H,15,12,8,5,13,13,9,5,2,2,0,0
I1,Napoli,Bologna,2,3,A,0,1,A,25,11,9,4,13,16,8,5,2,3,0,0
I1,Parma,Cagliari,4,1,H,1,1,D,14,6,8,5,15,15,3,6,4,6,0,0
I1,Cagliari,Juventus,1,3,A,1,0,H,5,30,2,10,23,15,1,6,4,2,1,0
I1,Pescara,Catania,2,1,H,1,1,D,11,19,3,4,13,18,5,7,1,2,0,0
I1,Atalanta,Udinese,1,1,D,1,1,D,13,7,5,3,16,15,4,2,2,4,0,0
I1,Bologna,Parma,1,2,A,0,0,D,12,16,4,8,10,25,7,3,2,4,0,0
I1,Inter,Genoa,1,1,D,0,0,D,15,8,4,2,11,19,7,2,2,2,0,0
I1,Palermo,Fiorentina,0,3,A,0,0,D,7,18,1,10,14,15,2,10,3,4,0,0
I1,Roma,Milan,4,2,H,3,0,H,13,20,7,10,15,19,4,8,2,3,1,0
I1,Sampdoria,Lazio,0,1,A,0,1,A,11,9,2,1,12,22,7,3,2,3,0,0
I1,Siena,Napoli,0,2,A,0,0,D,2,11,0,5,12,14,2,7,1,0,1,0
I1,Torino,Chievo,2,0,H,2,0,H,8,4,2,1,11,11,2,3,4,2,0,0
I1,Catania,Torino,0,0,D,0,0,D,13,11,6,2,15,25,5,4,2,5,1,0
I1,Lazio,Cagliari,2,1,H,0,0,D,19,10,8,4,14,17,7,1,1,2,0,2
I1,Chievo,Atalanta,1,0,H,1,0,H,9,10,2,3,19,14,4,7,1,3,0,0
I1,Fiorentina,Pescara,0,2,A,0,0,D,29,6,15,3,14,23,9,2,1,5,0,0
I1,Genoa,Bologna,2,0,H,0,0,D,10,11,4,2,16,12,1,3,3,5,0,1
I1,Juventus,Sampdoria,1,2,A,1,0,H,18,10,7,4,16,12,14,3,4,4,0,1
I1,Milan,Siena,2,1,H,0,0,D,11,4,3,3,14,22,5,3,2,5,0,0
I1,Napoli,Roma,4,1,H,1,0,H,8,25,6,8,17,14,7,10,3,1,0,1
I1,Parma,Palermo,2,1,H,0,0,D,10,17,4,6,18,10,4,9,4,4,0,0
I1,Udinese,Inter,3,0,H,0,0,D,14,13,5,4,15,11,4,9,3,2,0,1
I1,Bologna,Chievo,4,0,H,2,0,H,10,11,5,2,18,19,4,5,2,5,0,0
I1,Inter,Pescara,2,0,H,1,0,H,17,10,4,2,9,9,5,4,2,2,0,0
I1,Cagliari,Genoa,2,1,H,0,0,D,20,9,5,5,19,22,6,5,3,3,0,1
I1,Catania,Roma,1,0,H,0,0,D,15,14,4,2,19,19,6,4,4,3,0,0
I1,Lazio,Atalanta,2,0,H,0,0,D,13,7,4,1,15,14,8,4,2,4,0,1
